frequency[Hz],Re[Ohm],Im[Ohm]
10.0000761449337,16.7891902923584,-50.881858825683594
11.041993275284767,15.222509384155273,-45.49299621582031
12.188684195280075,13.978583335876465,-40.643714904785156
13.457611203193665,14.440106391906738,-37.787471771240234
14.860415831208229,13.468449592590332,-33.921207427978516
16.408739611506462,13.799761772155762,-31.280231475830078
18.114224076271057,13.23612117767334,-28.199016571044922
20.0001522898674,12.713705062866211,-25.501422882080078
22.083986550569534,12.542855262756348,-23.199914932250977
24.383189156651497,12.022294998168945,-20.9422550201416
26.921043172478676,12.24832820892334,-19.265657424926758
29.726652428507805,11.521040916442871,-17.17696189880371
32.817479223012924,11.810115814208984,-15.714357376098633
36.23426891863346,11.792656898498535,-14.300143241882324
40.00612534582615,11.370163917541504,-12.895088195800781
44.173793867230415,11.315742492675781,-11.716253280639648
48.77219907939434,11.025297164916992,-10.559042930603027
53.8479071110487,11.149614334106445,-9.690817832946777
59.45330485701561,10.759004592895508,-8.674416542053223
65.64659997820854,10.88700008392334,-7.917624473571777
72.48017936944962,10.969587326049805,-7.157834053039551
80.02389222383499,10.682745933532715,-6.532043933868408
88.35340850055218,10.705106735229492,-5.893173694610596
97.55021892488003,10.534421920776367,-5.3293137550354
107.70745575428009,10.60898494720459,-4.908779144287109
118.91825124621391,10.418746948242188,-4.39098596572876
131.29902072250843,10.42562484741211,-4.008297443389893
144.97200027108192,10.543010711669922,-3.5887906551361084
160.05942597985268,10.367133140563965,-3.320594072341919
176.7242792993784,10.418750762939453,-2.9738380908966064
195.12372091412544,10.306593894958496,-2.7025938034057617
215.43819457292557,10.353445053100586,-2.5038559436798096
237.86560632288456,10.264995574951172,-2.230180501937866
262.6271452754736,10.248311042785645,-2.0440444946289062
289.96728360652924,10.333168029785156,-1.8118934631347656
320.15377655625343,10.23308277130127,-1.6934442520141602
353.48348319530487,10.273773193359375,-1.5130164623260498
390.28236642479897,10.19543170928955,-1.3720126152038574
430.91713450849056,10.233545303344727,-1.2942239046096802
475.7777787744999,10.190757751464844,-1.1400985717773438
525.3066774457693,10.16824722290039,-1.0415161848068237
579.9927748739719,10.22303295135498,-0.9221250414848328
640.3715815395117,10.162074089050293,-0.8592577576637268
707.0368155837059,10.189391136169434,-0.7717650532722473
780.6462235748768,10.147581100463867,-0.7057000398635864
861.91575974226,10.172189712524414,-0.6560157537460327
951.64286904037,10.155691146850586,-0.5843698978424072
1050.7123079150915,10.139117240905762,-0.5290438532829285
1160.0961443036795,10.1641263961792,-0.4706569314002991
1280.871219933033,10.133585929870605,-0.44048187136650085
1414.2133295536041,10.153620719909668,-0.39672836661338806
1561.4379663020372,10.125109672546387,-0.3604055643081665
1723.9945009350777,10.134268760681152,-0.3355545103549957
1903.472002595663,10.128581047058105,-0.2916758060455322
2101.62834264338,10.122673034667969,-0.26987913250923157
2320.4192984849215,10.113409996032715,-0.23852838575839996
2561.9869120419025,10.120835304260254,-0.2201205939054489
2828.7002351135015,10.113547325134277,-0.19526119530200958
3123.184433206916,10.112366676330566,-0.17461775243282318
3448.320785537362,10.101996421813965,-0.16112945973873138
3807.310713455081,10.113980293273926,-0.14374282956123352
4203.664138913155,10.104911804199219,-0.13015230000019073
4641.286795958877,10.102655410766602,-0.11267594248056412
5124.46858920157,10.100476264953613,-0.0998351126909256
5657.953443005681,10.107852935791016,-0.08863147348165512
6246.96840532124,10.099199295043945,-0.07711867243051529
6897.310959175229,10.099225044250488,-0.0570031963288784
7615.354843437672,10.096285820007324,-0.052640825510025024
8408.14900584519,10.099647521972656,-0.039106085896492004
9283.475810661912,10.09357738494873,-0.021511046215891838
10249.926708638668,10.096403121948242,-0.014191120862960815
11316.989548504353,10.093400001525879,-0.010579494759440422
12495.159171521664,10.094390869140625,0.005297500174492598
13795.960694551468,10.096572875976562,0.01639806106686592
15232.176519930363,10.093064308166504,0.023666834458708763
16817.939467728138,10.090685844421387,0.035654034465551376
18568.75605881214,10.098410606384277,0.047717660665512085
20501.85576081276,10.097861289978027,0.05924732983112335
22636.190988123417,10.097057342529297,0.07336443662643433
24992.739781737328,10.101527214050293,0.08633892238140106
27594.598941504955,10.091280937194824,0.10390995442867279
30467.333272099495,10.097718238830566,0.1202283427119255
33639.115281403065,10.097139358520508,0.12845644354820251
37141.12099260092,10.098700523376465,0.14972692728042603
41007.669642567635,10.09859848022461,0.16614924371242523
45276.78247541189,10.097907066345215,0.18209753930568695
49990.29915779829,10.096548080444336,0.21305809915065765
55194.529704749584,10.097381591796875,0.22816091775894165
60940.55715948343,10.097082138061523,0.2567465305328369
67284.74982082844,10.088212013244629,0.2857777178287506
74289.43645209074,10.097550392150879,0.32303497195243835
82023.30209314823,10.094914436340332,0.353233277797699
90562.34266608953,10.099817276000977,0.37968236207962036
99990.30735343695,10.0960054397583,0.4305756986141205
110399.79290217161,10.102690696716309,0.4734755754470825
121892.89554953574,10.096650123596191,0.5245459079742432
134582.51487463713,10.104594230651855,0.5752061009407043
148593.21527183056,10.10344409942627,0.6402963995933533
164062.48323619366,10.106938362121582,0.7124619483947754
181142.24076271057,10.10030746459961,0.7828561663627625
200000.00949949026,10.104900360107422,0.861562192440033
