frequency[Hz],Re[Ohm],Im[Ohm]
10.0000761449337,108.51828002929688,-4.008436679840088
11.041993275284767,108.53947448730469,-4.770113945007324
12.188684195280075,108.36031341552734,-5.175705432891846
13.457611203193665,108.31644439697266,-5.321048736572266
14.860415831208229,108.33318328857422,-6.175046443939209
16.408739611506462,108.16081237792969,-6.876185417175293
18.114224076271057,108.04114532470703,-7.560447692871094
20.0001522898674,107.91825103759766,-7.981625556945801
22.083986550569534,107.84217071533203,-8.993947982788086
24.383189156651497,107.60857391357422,-10.044595718383789
26.921043172478676,107.41647338867188,-10.439841270446777
29.726652428507805,107.09842681884766,-11.883166313171387
32.817479223012924,106.73249053955078,-13.46957778930664
36.23426891863346,106.31707763671875,-14.916069030761719
40.00612534582615,105.91517639160156,-15.548720359802246
44.173793867230415,105.2439193725586,-17.55226707458496
48.77219907939434,104.50566864013672,-19.353193283081055
53.8479071110487,104.0256118774414,-20.277652740478516
59.45330485701561,102.89025115966797,-22.52639389038086
65.64659997820854,101.30204772949219,-25.26825523376465
72.48017936944962,99.84845733642578,-27.60481071472168
80.02389222383499,99.06348419189453,-28.47101402282715
88.35340850055218,96.49642944335938,-31.54816436767578
97.55021892488003,94.40090942382812,-33.9727897644043
107.70745575428009,92.77010345458984,-35.15878677368164
118.91825124621391,89.40292358398438,-38.08020782470703
131.29902072250843,85.22319793701172,-41.16860580444336
144.97200027108192,81.4110107421875,-43.26217269897461
160.05942597985268,79.67122650146484,-43.577308654785156
176.7242792993784,74.23033905029297,-45.77682113647461
195.12372091412544,69.85882568359375,-46.902095794677734
215.43819457292557,67.0224380493164,-46.9666633605957
237.86560632288456,61.00503921508789,-47.76227951049805
262.6271452754736,54.9833984375,-47.850337982177734
289.96728360652924,50.37692642211914,-47.242618560791016
320.15377655625343,48.90239715576172,-45.79732894897461
353.48348319530487,42.821128845214844,-44.666927337646484
390.28236642479897,39.23955535888672,-42.92378616333008
430.91713450849056,36.9588623046875,-41.0927619934082
475.7777787744999,32.24425506591797,-38.89547348022461
525.3066774457693,28.4102840423584,-36.46337890625
579.9927748739719,25.96719741821289,-34.158817291259766
640.3715815395117,26.02960777282715,-32.24839782714844
707.0368155837059,22.414813995361328,-29.663896560668945
780.6462235748768,21.301515579223633,-27.57554817199707
861.91575974226,20.268131256103516,-25.57334327697754
951.64286904037,18.053647994995117,-23.271873474121094
1050.7123079150915,16.645530700683594,-21.240436553955078
1160.0961443036795,15.939064979553223,-19.485002517700195
1280.871219933033,16.45094871520996,-18.07878303527832
1414.2133295536041,14.83768367767334,-16.301759719848633
1561.4379663020372,14.738405227661133,-14.926888465881348
1723.9945009350777,14.296442031860352,-13.663003921508789
1903.472002595663,13.396604537963867,-12.29123592376709
2101.62834264338,12.977753639221191,-11.164613723754883
2320.4192984849215,12.830122947692871,-10.162580490112305
2561.9869120419025,12.6212797164917,-9.225394248962402
2828.7002351135015,12.335185050964355,-8.368906021118164
3123.184433206916,12.208988189697266,-7.603670120239258
3448.320785537362,12.265742301940918,-6.914937973022461
3807.310713455081,11.995433807373047,-6.265011310577393
4203.664138913155,11.957361221313477,-5.6845831871032715
4641.286795958877,11.919013977050781,-5.163018226623535
5124.46858920157,11.849630355834961,-4.686232566833496
5657.953443005681,11.732403755187988,-4.250316619873047
6246.96840532124,11.657248497009277,-3.853463649749756
6897.310959175229,11.60417366027832,-3.4978976249694824
7615.354843437672,11.55696964263916,-3.171494722366333
8408.14900584519,11.55549144744873,-2.8792808055877686
9283.475810661912,11.516820907592773,-2.612246036529541
10249.926708638668,11.487335205078125,-2.369500160217285
11316.989548504353,11.490169525146484,-2.147655725479126
12495.159171521664,11.477482795715332,-1.9457751512527466
13795.960694551468,11.438444137573242,-1.7603983879089355
15232.176519930363,11.426275253295898,-1.5975641012191772
16817.939467728138,11.418516159057617,-1.4427404403686523
18568.75605881214,11.401918411254883,-1.302596926689148
20501.85576081276,11.38691520690918,-1.173030972480774
22636.190988123417,11.385002136230469,-1.056089997291565
24992.739781737328,11.371703147888184,-0.9489995837211609
27594.598941504955,11.36193561553955,-0.8498603701591492
30467.333272099495,11.350576400756836,-0.7518967390060425
33639.115281403065,11.340256690979004,-0.6653251051902771
37141.12099260092,11.333857536315918,-0.5835457444190979
41007.669642567635,11.32493782043457,-0.5016447305679321
45276.78247541189,11.316862106323242,-0.4289931356906891
49990.29915779829,11.308159828186035,-0.35841670632362366
55194.529704749584,11.302545547485352,-0.2906348407268524
60940.55715948343,11.296721458435059,-0.22159568965435028
67284.74982082844,11.295738220214844,-0.15455420315265656
74289.43645209074,11.28749942779541,-0.08832316100597382
82023.30209314823,11.27695083618164,-0.032572634518146515
90562.34266608953,11.272128105163574,0.04074498638510704
99990.30735343695,11.265689849853516,0.10211626440286636
110399.79290217161,11.262986183166504,0.17096032202243805
121892.89554953574,11.258932113647461,0.24032631516456604
134582.51487463713,11.252622604370117,0.30998972058296204
148593.21527183056,11.247997283935547,0.38688763976097107
164062.48323619366,11.245257377624512,0.46862542629241943
181142.24076271057,11.243775367736816,0.5544233322143555
200000.00949949026,11.236385345458984,0.6495690941810608
