frequency[Hz],Re[Ohm],Im[Ohm]
10.0000761449337,-299.8721618652344,108.3188247680664
12.188684195280075,-288.9664306640625,100.8143539428711
14.860415831208229,-213.6365509033203,130.5574951171875
18.114224076271057,-209.34864807128906,123.79137420654297
22.083986550569534,-143.69976806640625,75.2943344116211
26.921043172478676,-168.42288208007812,95.30453491210938
32.817479223012924,-126.35822296142578,98.35317993164062
40.00612534582615,-104.69681549072266,90.7291030883789
48.77219907939434,-95.29534149169922,133.69837951660156
59.45330485701561,-75.49303436279297,66.9134750366211
72.48017936944962,4.4264936447143555,30.73285484313965
88.35340850055218,2.471609115600586,27.417573928833008
107.70745575428009,16.070192337036133,24.27049446105957
131.29902072250843,19.757734298706055,19.415990829467773
160.05942597985268,23.86432456970215,-5.6858930587768555
195.12372091412544,18.448726654052734,16.977012634277344
237.86560632288456,18.199832916259766,16.18180274963379
289.96728360652924,18.741666793823242,10.549673080444336
353.48348319530487,20.94753646850586,14.796544075012207
430.91713450849056,22.56067657470703,13.15042781829834
525.3066774457693,25.171979904174805,9.958056449890137
640.3715815395117,27.475751876831055,10.418985366821289
780.6462235748768,27.68868064880371,9.214287757873535
951.64286904037,26.277494430541992,6.598649501800537
1160.0961443036795,28.51300048828125,7.083583354949951
1414.2133295536041,30.343772888183594,6.303437232971191
1723.9945009350777,29.837377548217773,5.515533447265625
2101.62834264338,30.872514724731445,4.586341381072998
2561.9869120419025,31.367645263671875,3.5454421043395996
3123.184433206916,31.468788146972656,2.835838794708252
3807.310713455081,31.698476791381836,2.2591657638549805
4641.286795958877,32.05965042114258,1.4247883558273315
5657.953443005681,32.164859771728516,0.7029284238815308
6897.310959175229,32.244632720947266,-0.06825452297925949
8408.14900584519,32.16831588745117,-0.8894772529602051
10249.926708638668,32.02545928955078,-1.5947846174240112
12495.159171521664,31.778217315673828,-2.2144951820373535
15232.176519930363,31.555118560791016,-2.967243194580078
18568.75605881214,31.167495727539062,-3.441856622695923
22636.190988123417,29.920448303222656,-3.7129836082458496
27594.598941504955,29.088899612426758,-4.02899169921875
33639.115281403065,28.276620864868164,-4.215649127960205
41007.669642567635,27.434432983398438,-4.249068260192871
49990.29915779829,26.69976043701172,-4.265927791595459
60940.55715948343,25.862531661987305,-3.944420337677002
74289.43645209074,25.30482292175293,-3.5489087104797363
90562.34266608953,24.700929641723633,-3.492187023162842
110399.79290217161,24.09224510192871,-3.027127504348755
134582.51487463713,23.629192352294922,-2.6606149673461914
164062.48323619366,23.35928726196289,-2.281989574432373
200000.00949949026,23.055776596069336,-1.9825818538665771
