frequency[Hz],Re[Ohm],Im[Ohm]
100.000761449337,0.21783530712127686,-0.10695231705904007
104.71558198332787,0.19893541932106018,-0.10467897355556488
109.64577086269855,0.2057822197675705,-0.11671960353851318
114.81461115181446,0.19144205749034882,-0.08392620831727982
120.22792361676693,0.19556483626365662,-0.08092640340328217
125.89152902364731,0.18278862535953522,-0.09433858096599579
131.82288967072964,0.1915980577468872,-0.060148753225803375
138.03946785628796,0.19104133546352386,-0.0787830725312233
144.54126358032227,0.1764165461063385,-0.07468298077583313
151.3573806732893,0.20548304915428162,-0.08122120797634125
158.48781913518906,0.20002447068691254,-0.05889454111456871
165.95586203038692,0.17426671087741852,-0.06397120654582977
173.77897165715694,0.1795736700296402,-0.06149957329034805
181.9687895476818,0.19131070375442505,-0.05278471112251282
190.5485987663269,0.17727242410182953,-0.04929089918732643
199.52422007918358,0.17684559524059296,-0.05209308862686157
208.9305780827999,0.16747622191905975,-0.05154096707701683
218.77349354326725,0.17685933411121368,-0.044185709208250046
229.08789105713367,0.16876506805419922,-0.04249314218759537
239.88541215658188,0.1658698171377182,-0.049293868243694305
251.18933990597725,0.16778965294361115,-0.04000698775053024
263.0287781357765,0.1656067818403244,-0.03668840229511261
275.42118914425373,0.1689680516719818,-0.0404178760945797
288.40149752795696,0.16176702082157135,-0.02845393866300583
301.9929863512516,0.1715589463710785,-0.03368077799677849
316.23058021068573,0.16189423203468323,-0.02746998891234398
331.1317414045334,0.1596122831106186,-0.03407511115074158
346.737215295434,0.15671904385089874,-0.029057200998067856
363.0761057138443,0.1558963656425476,-0.025772780179977417
380.1891580224037,0.15429402887821198,-0.03100764937698841
398.105476051569,0.1583702117204666,-0.022530976682901382
416.8716259300709,0.15026549994945526,-0.025090396404266357
436.5167114883661,0.15476706624031067,-0.023030944168567657
457.0872988551855,0.14998960494995117,-0.02248440496623516
478.6299541592598,0.15282730758190155,-0.024491403251886368
501.1854227632284,0.15071478486061096,-0.021235428750514984
524.8060915619135,0.1434091478586197,-0.016583578661084175
549.5385266840458,0.15004441142082214,-0.01987035572528839
575.4409357905388,0.14501240849494934,-0.013531739823520184
602.5598850101233,0.14379505813121796,-0.01804172992706299
630.959402769804,0.14259879291057587,-0.01662505976855755
660.6918759644032,0.14651496708393097,-0.0151292085647583
691.8329745531082,0.14119625091552734,-0.01471263263374567
724.4350854307413,0.1431104987859726,-0.014356199651956558
758.5796993225813,0.1402793526649475,-0.011446530930697918
794.330844655633,0.14408013224601746,-0.011055583134293556
831.7641913890839,0.13840530812740326,-0.010686857625842094
870.9612302482128,0.14401008188724518,-0.009521923027932644
912.00927272439,0.1348518431186676,-0.007560655474662781
954.9898095428944,0.14066974818706512,-0.006480572745203972
1000.0017937272787,0.13870598375797272,-0.007891916669905186
