frequency[Hz],Re[Ohm],Im[Ohm]
100.000761449337,10.58916187286377,-5.182977199554443
116.41532182693481,10.456151008605957,-4.4872283935546875
135.5307176709175,10.359895706176758,-3.884671211242676
157.7835064381361,10.412822723388672,-3.3990418910980225
183.6859155446291,10.367952346801758,-2.91390323638916
213.8491254299879,10.303398132324219,-2.5057294368743896
248.9541657269001,10.295293807983398,-2.167147397994995
289.83340598642826,10.270283699035645,-1.8331135511398315
337.41816878318787,10.254090309143066,-1.5630395412445068
392.8143996745348,10.229413032531738,-1.3474575281143188
457.30266720056534,10.225781440734863,-1.1650105714797974
532.384729012847,10.2046480178833,-1.0279333591461182
619.795173406601,10.193554878234863,-0.8832770586013794
721.5538062155247,10.186206817626953,-0.7612098455429077
840.0180377066135,10.17052173614502,-0.6590291857719421
977.9352694749832,10.159106254577637,-0.577623724937439
1138.4894605726004,10.158141136169434,-0.49526679515838623
1325.4117220640182,10.151026725769043,-0.42502811551094055
1543.0152416229248,10.143119812011719,-0.3735983371734619
1796.352444216609,10.143867492675781,-0.31909748911857605
2091.2790205329657,10.14225959777832,-0.27247264981269836
2434.628549963236,10.142277717590332,-0.24664822220802307
2834.346378222108,10.137673377990723,-0.20800942182540894
3299.6933441609144,10.136308670043945,-0.18009312450885773
3841.4436858147383,10.131525993347168,-0.15611687302589417
4472.13533334434,10.129886627197266,-0.13371780514717102
5206.378409639001,10.126972198486328,-0.11368162930011749
6061.163730919361,10.125677108764648,-0.09755048900842667
7056.293543428183,10.12044620513916,-0.08260612934827805
8214.806439355016,10.122129440307617,-0.06829733401536942
9563.524508848786,10.1195068359375,-0.05361605063080788
11133.681982755661,10.118257522583008,-0.04476306587457657
12961.612083017826,10.117865562438965,-0.034152280539274216
15089.66088294983,10.118980407714844,-0.024051953107118607
17567.118629813194,10.119739532470703,-0.01499543059617281
20451.308228075504,10.12201976776123,-0.005578403826802969
23809.028789401054,10.119485855102539,-6.197974435053766E-4
27718.02246570587,10.121627807617188,0.010166044346988201
32268.790528178215,10.117667198181152,0.01714564673602581
37566.73540920019,10.120447158813477,0.027806295081973076
43734.489008784294,10.121073722839355,0.03895742446184158
50914.86964374781,10.12225341796875,0.04818476736545563
59274.14167672396,10.11772632598877,0.05845190957188606
69005.83393871784,10.121615409851074,0.07027672976255417
80335.30320972204,10.119804382324219,0.08608030527830124
93524.83320981264,10.120710372924805,0.10208094865083694
108879.87446039915,10.12263011932373,0.12107714265584946
126755.91278821228,10.121941566467285,0.1427791863679886
147566.8977946043,10.122111320495605,0.1673259288072586
171794.556081295,10.123462677001953,0.1937452256679535
200000.00949949026,10.121671676635742,0.22884772717952728
